"Name"	"lods"	"F.p.value"
"SERPING1"	108.4345369745	"9.13069329411073e-53"
"PSME3"	0.1543170529	"3.10107115363992e-05"
"PSME3"	8.8228757936	"3.89213468945187e-09"
"HIF1A"	109.9068814763	"2.08389985570483e-53"
"TRIM28"	647.660549122	"3.24963496998964e-287"
"SNX17"	157.4612272105	"4.06557688240088e-74"
"IPO7"	116.3223871393	"3.33776227376723e-56"
"IPO7"	117.7947783367	"7.62028974167574e-57"
"IPO7"	8.053485572	"8.57785869248497e-09"
"IPO7"	-7.5411714457	0.1596762223
"ACTR3"	253.2907499861	"8.33554484473073e-116"
"RBM4"	264.7304094345	"8.84348688343999e-121"
"CKAP4"	152.6093303083	"5.26169782394913e-72"
"CKAP4"	166.9461853673	"3.02596955174952e-78"
"AARS"	148.4795691065	"3.30318653060247e-70"
"201001_s_at"	24.1046468823	"6.718000980723e-16"
"201002_s_at"	280.0587024959	"1.91383345495779e-127"
"201003_x_at"	251.7240850685	"4.00123151207911e-115"
"SSR4"	597.3276935307	"2.43535043964607e-265"
"CD9"	450.3504079139	"1.82601533631853e-201"
"PRDX2"	-6.1049905903	0.0276920235
"HADHB"	128.2086382394	"2.21657316413273e-61"
"TXNIP"	103.8558052006	"9.0378491667689e-51"
"TXNIP"	152.1399469528	"8.42278048774798e-72"
"TXNIP"	96.3896051587	"1.62493607980082e-47"
"RPN1"	304.4919206334	"4.56422300890025e-138"
"ANXA1"	-8.4233094915	0.6432179554
"PAICS"	222.4792053264	"2.09206569139623e-102"
"PAICS"	85.1384376534	"1.31117467390651e-42"
"JUP"	213.2683412731	"2.12279017275433e-98"
"EIF1AX"	85.4537860887	"9.55198766657126e-43"
"EIF1AX"	78.7977648338	"7.65995129605721e-40"
"EIF1AX"	25.7775904931	"1.23240841848749e-16"
"201019_s_at"	114.6807766906	"1.73259869266725e-55"
"YWHAH"	251.8964174386	"3.36709311857228e-115"
"DSTN"	577.1997524113	"1.36147218987715e-256"
"DSTN"	376.2808062474	"2.84254224714093e-169"
"TAF7"	91.2825919871	"2.74005180913662e-45"
"EIF5B"	-7.3415814776	0.1232031829
"EIF5B"	31.2844250374	"4.67401103844728e-19"
"EIF5B"	-6.9059947258	0.071574761
"EIF5B"	189.8581839945	"3.2426561443073e-88"
"CD99"	171.2876233289	"3.90379338969193e-80"
"CD99"	309.9256639718	"1.98220245396819e-140"
"LDHB"	-6.1653193699	0.0296997613
"HNRNPH1"	144.1904021399	"2.4337956756538e-68"
"BLCAP"	35.9518671313	"4.17661381328023e-21"
"RPLP0"	657.643677283	"1.48953616668728e-291"
"ADD3"	25.1846515209	"2.24764524767876e-16"
"HADH"	-8.5289897924	0.9536202962
"HADH"	-6.8417782001	0.0661985081
"PFKP"	39.5467111071	"1.10760634038556e-22"
"ANP32A"	107.5915119553	"2.12763406966695e-52"
"RAD23A"	257.9987371654	"7.4768452857633e-118"
"GNAI2"	8.4148076733	"5.91778030946702e-09"
"DUSP1"	21.9486601837	"5.98659395075182e-15"
"TGM2"	106.7893883484	"4.75855761043759e-52"
"ANP32A"	32.0939216036	"2.06138271280984e-19"
"DUSP1"	47.821215425	"2.63004642671599e-26"
"RAB6A"	18.6666299405	"1.67987466207460e-13"
"RAD23A"	154.6017575277	"7.14186635423557e-73"
"RAB6A"	24.8203185522	"3.25173194251355e-16"
"RAB6A"	-8.0551135688	0.3296416225
"RPS18"	691.7065394525	"2.33674116694488e-306"
"PLD3"	532.7494748105	"2.82856608863582e-237"
"ANP32A"	50.9741885133	"1.09687012816931e-27"
"PSMF1"	284.3812907855	"2.52662509385996e-129"
"PSMF1"	28.3816242063	"8.81715471267622e-18"
"HNRNPA0"	92.6426760029	"6.992627308957e-46"
"HNRNPA0"	205.0043854061	"8.34942845709937e-95"
"GOLGB1"	128.3804239043	"1.86578944095805e-61"
"GOLGB1"	53.6079307297	"7.72727607596786e-29"
"MYL9"	173.965616199	"2.66743021660463e-81"
"CTTN"	77.9404999478	"1.81279892006787e-39"
"STOM"	112.3904251817	"1.72447179388800e-54"
"STOM"	87.0932636419	"1.84047476269254e-43"
"STOM"	-0.2928824469	"4.96554028251792e-05"
"RCN1"	115.9584232334	"4.80872312068325e-56"
"PABPC4"	306.8980594999	"4.10522297125095e-139"
"201065_s_at"	297.9081184899	"3.32367973840641e-135"
"CYC1"	249.9890670976	"2.27336383232227e-114"
"PSMC2"	10.5693482084	"6.49454352258533e-10"
"PSMC2"	98.8771752555	"1.33754757259409e-48"
"MMP2"	198.8762554396	"3.86836620269172e-92"
"SF3B1"	5.6319515261	"1.03863186902898e-07"
"SF3B1"	379.0174216903	"1.83759354957316e-170"
"SMARCC1"	-7.5273475454	0.1567902573
"SMARCC1"	28.9506220019	"4.95663865933437e-18"
"SMARCC1"	177.6667003538	"6.53953783994831e-83"
"SMARCC1"	-1.1545076386	0.000123435
"NHP2L1"	-5.3826037592	0.0121376497
"NHP2L1"	466.0313417081	"2.79634403794651e-208"
"TM9SF2"	126.8471843155	"8.6828162860547e-61"
"SYNGR2"	364.2402329469	"4.86595414885787e-164"
"PIP4K2B"	17.7406269132	"4.30878404193044e-13"
"PIP4K2B"	-6.4349541322	0.040716165
"DCTN1"	262.9717764614	"5.14409731137029e-120"
"BCLAF1"	0.2893805822	"2.69065989445042e-05"
"BCLAF1"	127.092868374	"6.7865941304301e-61"
"SON"	37.9893027043	"5.33579110047051e-22"
"SON"	184.5686527064	"6.49135166240696e-86"
"PXN"	6.4780420276	"4.33982639508151e-08"
"KPNA2"	58.6748264274	"4.70487565788495e-31"
"ATP6V1B2"	5.4318939865	"1.27694170015292e-07"
"TUBA1B"	841.10620578	0
"CBX3"	189.3672066199	"5.30292295113089e-88"
"RBBP7"	190.7284444314	"1.35603528108999e-88"
"SDHA"	216.7823794406	"6.2865621611319e-100"
"RPS29"	374.0870222497	"2.55405310673727e-168"
"DAP"	322.2888172332	"8.36893240771593e-146"
"ARF4"	366.0040261359	"8.327659404412e-165"
"ARF4"	214.0318534601	"9.8809728538769e-99"
"COPB2"	411.2020312157	"1.88709133288279e-184"
"USP9X"	95.24732422	"5.1154661198942e-47"
"USP9X"	138.8903334705	"4.94276703321488e-66"
"BCLAF1"	-7.2914419517	0.1155729941
"PFKL"	396.4903776773	"4.67576543350522e-178"
"201103_x_at"	188.1315727503	"1.82860651248147e-87"
"201104_x_at"	106.8260773624	"4.58654278393594e-52"
"LGALS1"	451.9848679245	"3.55767448652556e-202"
"GPX4"	517.2017941577	"1.61579195801301e-230"
"THBS1"	-8.2528117479	0.4561783948
"THBS1"	65.8535175054	"3.43320948177821e-34"
"THBS1"	124.6176941576	"8.1237388812189e-60"
"THBS1"	124.9190574954	"6.00465800704133e-60"
"CSE1L"	9.5962113796	"1.76045946492314e-09"
"CSE1L"	56.5596535387	"3.95587640589244e-30"
"TUFM"	561.5761079215	"8.39223352710133e-250"
"PSMA7"	356.4846335913	"1.14348540271338e-160"
"POLD2"	199.626733661	"1.82408105981426e-92"
"CPE"	147.5816682547	"8.1252051857394e-70"
"CPE"	24.0595585255	"7.03228837276195e-16"
"PGD"	13.4576708165	"3.38847479177990e-11"
"COX8A"	563.5711644605	"1.13985353247277e-250"
"PGRMC1"	231.4040277538	"2.74757302117551e-106"
"PGRMC1"	117.7298591359	"8.13307080322456e-57"
"EIF5A"	118.2138625542	"5.00486290132082e-57"
"EIF5A"	84.0243732011	"4.01491453766028e-42"
"ITGB5"	-2.2148508363	0.0003815128
"ITGB5"	118.3854224206	"4.21357405804911e-57"
"MGAT1"	384.0710463047	"1.16877579156473e-172"
"ACLY"	196.308381184	"5.0659324915826e-91"
"ACLY"	229.2942151934	"2.27266023759524e-105"
"SFRS7"	159.3404561998	"6.18231992328294e-75"
"CDH1"	11.774993764	"1.89105941658313e-10"
"CDH1"	115.9031946919	"5.08267438864687e-56"
"HNRNPH2"	239.1272842162	"1.20261176152094e-109"
"PJA2"	75.9810803444	"1.29881888538808e-38"
"COX7C"	369.5989122948	"2.28028851428343e-166"
"ECHS1"	394.3921269641	"3.81784361348979e-177"
"PLP2"	55.879841588	"7.8430285346431e-30"
"HLA-DPB1"	203.753490694	"2.92287330975946e-94"
"SSB"	188.42567039	"1.36195349969089e-87"
"SSB"	-7.3186540026	0.119647045
"RAB5C"	197.7246599952	"1.22607094896071e-91"
"GPNMB"	236.0804571939	"2.54190919757107e-108"
"EIF2S1"	2.9171903791	"1.72814745065165e-06"
"EIF2S1"	-3.3754353255	0.0013292328
"EIF2S1"	30.4595410204	"1.07663104936553e-18"
"HAX1"	304.9109897248	"3.00042396560444e-138"
"NFE2L2"	118.945263624	"2.40299880263172e-57"
"TIMP3"	178.3964920351	"3.14763123451708e-83"
"TIMP3"	-0.5694345923	"6.64760492403398e-05"
"TIMP3"	88.3736472428	"5.086872765561e-44"
"TIMP3"	71.1896604511	"1.60425983995399e-36"
"MBNL1"	36.4848848683	"2.43781424532417e-21"
"MBNL1"	115.8024530938	"5.62321240814533e-56"
"MBNL1"	76.0109127858	"1.26045468787597e-38"
"RPL4"	579.1619019458	"1.91107213002234e-257"
"MFN2"	414.2043050735	"9.35287690074336e-186"
"RAB5C"	83.5264051669	"6.62105086881494e-42"
"NMT1"	112.4292236833	"1.65863220950800e-54"
"NMT1"	135.8378829517	"1.05474431145443e-64"
"NMT1"	111.1134363452	"6.21013889512689e-54"
"CSDA"	32.7004382229	"1.11642705617936e-19"
"CSDA"	99.9678695391	"4.47533586411681e-49"
"IGFBP7"	524.5463770132	"1.03878250561175e-233"
"IGFBP7"	247.2104673353	"3.67252406883303e-113"
"PUM1"	307.8751920511	"1.54364293948071e-139"
"PUM1"	171.4090698538	"3.45649123268517e-80"
"PUM1"	16.2277597874	"2.01020029536216e-12"
"ARHGDIA"	28.9363551673	"5.02873347960338e-18"
"ARHGDIA"	101.0598320324	"1.49558221640762e-49"
"BHLHE40"	33.5548645976	"4.70671362364610e-20"
"BHLHE40"	31.9965675618	"2.27463722996909e-19"
"ATP6V0E1"	-7.2541888733	0.1102417298
"ATP6V0E1"	331.5044995537	"8.25271719695036e-150"
"NUDC"	452.2783972454	"2.65215029659357e-202"
"TERF2IP"	44.6344649017	"6.53459628235715e-25"
"TMX2"	247.2923485543	"3.38343360031464e-113"
"ARCN1"	215.1295361366	"3.29110013818223e-99"
"UBA2"	93.3084599518	"3.58354463146607e-46"
"FBXO7"	340.5683380006	"9.47633875525248e-154"
"GNAI3"	139.9441544097	"1.71833876222238e-66"
"GNAI3"	111.5303253394	"4.08733490945641e-54"
"GNAI3"	-5.2451610692	0.0103986454
"CHD4"	2.7638291647	"2.02694212835742e-06"
"CHD4"	72.8738917728	"2.95073715434679e-37"
"CHD4"	253.547907436	"6.44333110561945e-116"
"HTRA1"	109.2859158845	"3.88580405797415e-53"
"LRPAP1"	161.9339798522	"4.59527862472803e-76"
"ITPR3"	-6.0787544212	0.0268634503
"ITPR3"	184.5263433435	"6.77242499748767e-86"
"ITPR3"	7.5513747699	"1.43738485604144e-08"
"PITPNA"	142.3512373389	"1.53829674767353e-67"
"PITPNA"	58.9376093385	"3.61144952816607e-31"
"PITPNA"	27.0009609247	"3.56860287392895e-17"
"IDH1"	47.0100116905	"5.95753210424853e-26"
"SEPW1"	523.9384708493	"1.9085902577591e-233"
"SLC7A5"	20.2327648431	"3.41929982523641e-14"
"AMD1"	-0.6220307336	"7.02725060120762e-05"
"AMD1"	6.9131491198	"2.77216365250339e-08"
"PSMD1"	206.8979652247	"1.25297080790745e-95"
"PSMD1"	180.0480341066	"6.01643572361288e-84"
"CREG1"	85.3723672933	"1.03660059733941e-42"
"CSTB"	455.0863778577	"1.59679473099774e-203"
"PCNA"	181.2205248938	"1.85847291921073e-84"
"RRBP1"	62.3807177953	"1.12961014478033e-32"
"RRBP1"	101.4355593645	"1.02571243369756e-49"
"RRBP1"	332.6220059363	"2.69663917677754e-150"
"RRBP1"	127.8272132863	"3.24944256723199e-61"
"TNFAIP1"	95.1247879973	"5.78514233798927e-47"
"TNFAIP1"	12.1738733912	"1.25771848904484e-10"
"HDAC1"	265.1544164478	"5.78440482519528e-121"
"DDX3X"	308.3959420104	"9.16560824770922e-140"
"DDX3X"	41.6559519579	"1.31819015572029e-23"
"LGMN"	22.3882504081	"3.83191065887669e-15"
"PPP1R7"	68.2130526318	"3.19969503509053e-35"
"PPP1R7"	118.8895394867	"2.54114718007668e-57"
"PLS3"	72.2162627115	"5.71536434369338e-37"
"ERP29"	504.0217246677	"8.63540863259265e-225"
"RPL3"	680.5483278103	"1.65296896665473e-301"
"CTBP2"	150.0469820643	"6.86397435911791e-71"
"201219_at"	-8.5018075483	0.8101694913
"CTBP2"	309.9744073953	"1.88780847078177e-140"
"SNRNP70"	250.2754259133	"1.70665133048518e-114"
"RAD23B"	314.2039580261	"2.73698667987709e-142"
"RAD23B"	144.4227534632	"1.92806887237826e-68"
"SRRM1"	17.3635291882	"6.32434082440561e-13"
"SRRM1"	169.3360842652	"2.75914506423055e-79"
"201226_at"	365.4650665728	"1.42818734210612e-164"
"NDUFB8"	136.349186013	"6.31678457352264e-65"
"ARIH2"	0.2687014105	"2.74976454585263e-05"
"ARIH2"	33.757035657	"3.83683128278327e-20"
"ARIH2"	59.6374480105	"1.78560887694555e-31"
"ENO1"	313.3565976952	"6.39201705193646e-142"
"PSMD13"	203.7252805141	"3.00664265338311e-94"
"PSMD13"	85.5421021628	"8.7411263279986e-43"
"ILK"	321.5488071761	"1.75533044148187e-145"
"BTG2"	-5.2000911856	0.0098858173
"BTG2"	-8.2088042805	0.4225569538
"CAPZA2"	-7.5562345211	0.162889986
"CAPZA2"	52.7234878006	"1.88313680570616e-28"
"201239_s_at"	159.2008950784	"7.11045294860491e-75"
"201240_s_at"	161.3759618491	"8.03872173347292e-76"
"DDX1"	282.4773795949	"1.69946995191106e-128"
"ATP1B1"	137.6525850766	"1.70974666449242e-65"
"ATP1B1"	81.7371770069	"3.99550894611438e-41"
"RAF1"	331.8640016212	"5.75868247524355e-150"
"OTUB1"	308.8192630082	"5.99972486756741e-140"
"OTUB1"	229.4949115357	"1.8588673332161e-105"
"SREBF2"	104.5312129505	"4.58858908852938e-51"
"SREBF2"	175.2229984898	"7.56706652291459e-82"
"SLC2A1"	396.2421726841	"5.99418588149785e-178"
"SLC2A1"	-7.9397568997	0.2771898239
"PKM2"	412.3323369556	"6.08890236169965e-185"
"PSMC4"	273.276096317	"1.70179287617938e-124"
"CDIPT"	117.8426879964	"7.26271370486245e-57"
"RPS6"	515.574414605	"8.23424848968352e-230"
"BAT3"	426.0891491562	"6.39156847487426e-191"
"COX7A2L"	143.3373856858	"5.7236907092877e-68"
"RPS3A"	625.2791344969	"1.73350046501157e-277"
"RPS16"	490.5638419323	"6.0944680752792e-219"
"SYPL1"	59.1057410993	"3.04922972107145e-31"
"SYPL1"	53.6270119285	"7.58020204121956e-29"
"BGN"	360.929314295	"1.33748925265156e-162"
"BGN"	90.6185776283	"5.337556988137e-45"
"TARS"	256.2801267977	"4.17859444167166e-117"
"COPE"	218.1234051099	"1.6410525378989e-100"
"201265_at"	248.5998547623	"9.13641976268432e-114"
"TXNRD1"	30.0527932542	"1.62475448005314e-18"
"PSMC3"	121.097247953	"2.77504376663530e-58"
"201268_at"	395.7359671669	"9.94816002747406e-178"
"NUDCD3"	144.3849600958	"2.00252091624816e-68"
"NUDCD3"	63.8368804665	"2.61028875132164e-33"
"RALY"	346.2347319131	"3.26264324495218e-156"
"AKR1B1"	68.1776801312	"3.31556085776124e-35"
"SRP9"	449.3657417103	"4.89149908933791e-201"
"PSMA5"	269.6160590122	"6.64190537658163e-123"
"FDPS"	175.8208767018	"4.15677698185274e-82"
"RAB5B"	261.3254712981	"2.6739880582274e-119"
"HNRNPAB"	434.1515260617	"2.00269877273755e-194"
"DAB2"	-6.2075995441	0.0311967923
"DAB2"	112.6567997246	"1.32003937139319e-54"
"DAB2"	-8.0098329979	0.3076384937
"ADRM1"	464.7987819989	"9.5996764258784e-208"
"OGDH"	237.453782181	"6.42556305619694e-109"
"TRAK1"	-2.7275863442	0.0006609196
"APEH"	114.6277220151	"1.82731864331213e-55"
"MKRN1"	103.3862742565	"1.44784194732107e-50"
"SDC1"	115.5064715335	"7.56731405918995e-56"
"SDC1"	136.2231190875	"7.16791270313056e-65"
"ARHGDIB"	291.5148476847	"2.00038471935549e-132"
"CYR61"	-3.0795488363	0.0009654186
"SEC11A"	119.4000685465	"1.52271597247441e-57"
"TOP2A"	34.5749690939	"1.67872761318424e-20"
"TOP2A"	61.8463035261	"1.93397907174032e-32"
"PPIA"	763.8934511629	0
"WSB1"	27.1830294518	"2.96765401289915e-17"
"WSB1"	-6.6795203308	0.0544423367
"WSB1"	55.299457342	"1.40692037663922e-29"
"MOBKL1B"	16.2042193868	"2.05898407158102e-12"
"MOBKL1B"	79.9099657481	"2.50538458155847e-40"
"MOBKL1B"	18.2986540866	"2.44234795756204e-13"
"PRNP"	47.8295650551	"2.60800612144584e-26"
"ANXA4"	182.759430484	"3.97692637792647e-85"
"ANXA4"	152.2144522676	"7.81667564477929e-72"
"EIF4A3"	202.3245292072	"1.22301721805568e-93"
"NDUFA5"	97.4341359163	"5.69415595712109e-48"
"ANP32B"	277.5431052611	"2.37490709271873e-126"
"ANP32B"	154.2418594059	"1.02441285538515e-72"
"SEPT11"	119.3568837297	"1.59012823836367e-57"
"SEPT11"	-7.5410523807	0.1596511088
"C5orf13"	26.4455323505	"6.26388119072899e-17"
"C5orf13"	178.9330647352	"1.83865533553850e-83"
"SH3BGRL"	140.2543583133	"1.25904086332888e-66"
"SH3BGRL"	124.0374831956	"1.45374059772256e-59"
"ENO2"	25.0928588659	"2.46680335385951e-16"
"STK25"	307.0819251626	"3.41510853620355e-139"
"IFITM2"	356.9206679933	"7.39097083780219e-161"
"PSMA2"	-6.6063374738	0.0498849398
"PSMA2"	213.4214444885	"1.82100477938406e-98"
"201318_s_at"	621.7926258014	"5.67760711613660e-276"
"MYL12A"	29.0216875261	"4.61263405201395e-18"
"SMARCC2"	-7.5411211618	0.1596656157
"SMARCC2"	132.906436675	"1.99397635964368e-63"
"ATP5B"	303.2293362422	"1.61532145366489e-137"
"EBNA1BP2"	86.5091298006	"3.30925590248929e-43"
"EMP1"	0.213834914	"2.91298384201073e-05"
"EMP1"	-4.8903424225	0.0069947627
"CCT6A"	105.0793723802	"2.64704717971934e-51"
"CCT6A"	173.5814185908	"3.91997518922237e-81"
"ETS2"	12.1017568637	"1.35394523055316e-10"
"ETS2"	6.6464237003	"3.64858752689546e-08"
"RARS"	-4.7000690002	0.0056630006
"STAT6"	167.862301601	"1.20827029505631e-78"
"STAT6"	74.1116232906	"8.50330773939031e-38"
"ARHGEF12"	117.8662489317	"7.09307025980348e-57"
"ARHGEF12"	120.7866407604	"3.78946769328119e-58"
"ARHGEF12"	150.7687351977	"3.32946477024032e-71"
"VAMP3"	72.6555108484	"3.67512093018739e-37"
"VAMP3"	3.0941053345	"1.43788722414475e-06"
"GTF3A"	276.6772429768	"5.6508420248999e-126"
"SCP2"	289.6887953141	"1.24454166853867e-131"
"ENC1"	-2.9501322751	0.0008397062
"ENC1"	-7.1133688685	0.0923948078
"SNRPC"	131.4433268115	"8.6477133072083e-63"
"UBE2D2"	27.1498989411	"3.0689209858479e-17"
"UBE2D2"	-5.3915767019	0.0122610763
"UBE2D2"	192.88837852	"1.55793927648575e-89"
"ADIPOR2"	29.7835989662	"2.13344555480437e-18"
"GRHPR"	352.8403218468	"4.38829047219643e-159"
"GPX3"	4.9711647705	"2.05552285632182e-07"
"SLC9A3R1"	10.0563831353	"1.09841728569055e-09"
"FLOT2"	128.2784714635	"2.06664987076648e-61"
"YME1L1"	145.7107203147	"5.30119225620997e-69"
"YME1L1"	31.3789603884	"4.24781352049215e-19"
"BAZ2A"	191.5888910119	"5.72683360425317e-89"
"201354_s_at"	73.0885975943	"2.37790975936493e-37"
"BAZ2A"	6.8142317147	"3.06942920806926e-08"
"SF3A1"	18.2469640328	"2.57419512412894e-13"
"SF3A1"	120.3636010984	"5.79251198130767e-58"
"COPB1"	165.7495641842	"1.00380902049835e-77"
"COPB1"	590.0678471307	"3.48051633064429e-262"
"CST3"	517.4172490842	"1.30242125431114e-230"
"TMEM109"	213.4980428575	"1.68652502100003e-98"
"IVNS1ABP"	-6.5590014196	0.0471532607
"IVNS1ABP"	-1.8697403508	0.0002639592
"OAZ2"	240.8401583312	"2.16384467092438e-110"
"OAZ2"	188.2330896223	"1.65177758235075e-87"
"ANXA7"	72.0716650068	"6.60960486017447e-37"
"ZFP36L2"	18.6642127793	"1.68400892710619e-13"
"ZFP36L2"	112.8653799153	"1.07078309421623e-54"
"ZFP36L2"	73.1535884772	"2.22752338722663e-37"
"CUL3"	55.9964490017	"6.97423711689887e-30"
"CUL3"	290.2908934447	"6.81145827527568e-132"
"CUL3"	321.3448599331	"2.15286436165807e-145"
"PLEC1"	286.0964559193	"4.53770644842587e-130"
"PPP2CB"	20.1466960116	"3.73176528974551e-14"
"PPP2CB"	94.0423030044	"1.71520942808659e-46"
"HNRNPF"	323.5291060501	"2.41828488027817e-146"
"UBAP2L"	132.1229952153	"4.37425749936148e-63"
"UBAP2L"	168.1911008299	"8.6909971807344e-79"
"TPD52L2"	281.2013581273	"6.09676786917424e-128"
"CRTAP"	69.43898294	"9.32671893006285e-36"
"CACYBP"	137.0319447253	"3.18557003876365e-65"
"CACYBP"	198.4249302526	"6.07953773072257e-92"
"NBR1"	4.7873491352	"2.48582550179785e-07"
"NBR1"	72.3604276459	"4.94426753485783e-37"
"DHX15"	265.0466529162	"6.44341200144636e-121"
"DHX15"	169.2220068169	"3.09328896943555e-79"
"UCHL1"	8.9058457637	"3.57439268811206e-09"
"PSMD3"	116.9313438725	"1.81194396687271e-56"
"ITGA5"	145.7814541563	"4.93830831796607e-69"
"CSNK2B"	291.1024482826	"3.02279052110905e-132"
"TRAP1"	276.1051892221	"1.00192719786711e-125"
"IGF2R"	-8.1570279047	0.3875373489
"IGF2R"	78.7650272208	"7.91612848323564e-40"
"RBM5"	36.4429960178	"2.54316951501624e-21"
"RBM5"	7.0000695964	"2.53484882624263e-08"
"SGTA"	371.3636738093	"3.89881713141056e-167"
"PHGDH"	34.1652046947	"2.53990263960639e-20"
"TRAM1"	234.4378394417	"1.31683105948832e-107"
"TRAM1"	158.0713563249	"2.20571236001925e-74"
"PSMB3"	277.7507126621	"1.92921954763569e-126"
"ADRBK1"	47.5042434481	"3.62002949791478e-26"
"ADRBK1"	107.9609660811	"1.46854150388341e-52"
"MGST3"	245.0250831756	"3.27575335166681e-112"
"PSMB2"	-1.0181761337	0.0001068356
"COPS6"	406.80114215	"1.54353533569709e-182"
"201406_at"	503.3086265719	"1.76273539185475e-224"
"PPP1CB"	60.987743803	"4.58819931399724e-32"
"PPP1CB"	1.919373168	"4.88491646636284e-06"
"PPP1CB"	44.4820757945	"7.62004249931517e-25"
"PLEKHB2"	56.6276718915	"3.69405726707109e-30"
"PLEKHB2"	10.4797126926	"7.1189684795421e-10"
"LRP10"	356.8929205384	"7.59910325553486e-161"
"HSD17B4"	85.8442546692	"6.45297522441212e-43"
"NAP1L4"	120.0081880896	"8.27365114230433e-58"
"GSS"	193.0759928685	"1.2910004947952e-89"
"SOX4"	65.7048244655	"3.9870620554584e-34"
"SOX4"	310.7160576872	"8.98551642822566e-141"
"SOX4"	207.2785588746	"8.55820752459825e-96"
"BAP1"	52.8579160635	"1.64467524048304e-28"
"WDR77"	-7.9100734252	0.2654457059
"WDR77"	-8.4938777257	0.7862430257
"IFI30"	118.1135272944	"5.53483009130328e-57"
"CUL4A"	133.2984949373	"1.34580835516922e-63"
"CUL4A"	14.6510585312	"1.00265346618568e-11"
"ALDH2"	1.7395638571	"5.89318825450204e-06"
"VIM"	503.7683041291	"1.11279851619663e-224"
"SEPP1"	22.1734535046	"4.7652888167151e-15"
"CLDN4"	32.978485524	"8.428527267492e-20"
"RPL37A"	615.0920159311	"4.63712882014626e-273"
"DPYSL3"	0.9536131169	"1.34045495986308e-05"
"DPYSL3"	41.0597188566	"2.40573494794171e-23"
"CAT"	10.275509615	"8.77525616516719e-10"
"PTDSS1"	25.5389034057	"1.56964583483771e-16"
"TTC1"	-6.4239692505	0.0401925063
"EIF4E"	16.2824535237	"1.90127511628143e-12"
"EIF4E"	-6.4104690899	0.0395586075
"EIF4E"	-8.5286934424	0.9497292572
"COL6A3"	295.3371043221	"4.35879634268122e-134"
"GBF1"	-5.3002269927	0.0110624348
"DDX23"	368.627872823	"6.02636158885882e-166"
"COX6B1"	564.5170286864	"4.42371596748208e-251"
"ATP6AP2"	219.3106540044	"4.99716744811807e-101"
"ATP6AP2"	249.2270499025	"4.87568807998573e-114"
"ATP6AP2"	223.065592325	"1.16287392567470e-102"
"CNN3"	17.9589920271	"3.45037366522096e-13"
"TIA1"	92.7798367613	"6.09295719242436e-46"
"TIA1"	10.5994864501	"6.29715823253058e-10"
"TIA1"	37.1100834273	"1.29651078743715e-21"
"TIA1"	2.44529245	"2.82364185744003e-06"
"TIA1"	3.4497040056	"9.93905793638628e-07"
"RHEB"	417.7607816995	"2.66217708118559e-187"
"RHEB"	53.3200465493	"1.03262418760690e-28"
"RHEB"	169.1743012249	"3.24475389411995e-79"
"NPEPPS"	73.7710145894	"1.19750927329065e-37"
"NPEPPS"	-5.3341652975	0.0114930482
"BUB3"	120.2152216526	"6.72211587100304e-58"
"BUB3"	75.1978532957	"2.85379896497692e-38"
"BUB3"	82.3722143612	"2.11102950405817e-41"
"RUVBL2"	469.8904194787	"5.88101397559155e-210"
"MAPKAPK2"	338.3666184333	"8.58411725335278e-153"
"MAPKAPK2"	16.8059252354	"1.11565658493161e-12"
"SCRN1"	10.3246064136	"8.34480635703123e-10"
"TALDO1"	484.7083076342	"2.13647692451401e-216"
"JUN"	-6.5856234477	0.0486695631
"JUN"	-0.0487969233	"3.83981954002939e-05"
"JUN"	0.0057673943	"3.6255290010558e-05"
"NQO1"	152.5785150104	"5.42675492530777e-72"
"NQO1"	-7.8046762074	0.2284090192
"SHC1"	106.8199575967	"4.61479673386552e-52"
"GSTO1"	282.1353327102	"2.39346814424028e-128"
"SQSTM1"	397.5272796731	"1.65647099314361e-178"
"VBP1"	100.3921752421	"2.92319012895179e-49"
"JUNB"	220.5693603276	"1.41661001315087e-101"
"ITGA3"	75.2820885351	"2.62213007325361e-38"
