"Name"	"coefficients"	"df.residual"	"sigma"	"stdev.unscaled"	"Amean"	"s2.post"	"t"	"p.value"	"lods"	"F"	"F.p.value"
"POLDIP2"	0.1718258057	1189	0.3697948849	0.1314473217	9.2663572868	0.1366633323	3.5359868777	0.0004218417	-2.3088094178	12.5032031992	0.0004218417
"GLTSCR2"	2.2253595748	1189	0.5579585566	0.1314473217	12.202814234	0.3107819403	30.3683059505	"1.62357911602160e-150"	333.128913232	922.234006302	"1.62357911602160e-150"
"MAPKAP1"	1.1639795739	1189	0.4281496357	0.1314473217	7.8254342171	0.1831069187	20.6938473156	"1.59595735481039e-81"	174.4782308795	428.2353167211	"1.59595735481039e-81"
"BZW2"	1.5071413436	1189	0.5519289151	0.1314473217	10.4526105582	0.3041070018	20.7916536616	"3.58191045777293e-82"	175.9694261728	432.2928619834	"3.58191045777293e-82"
"LARS"	0.513367429	1189	0.44838865	0.1314473217	9.7903430072	0.2008013692	8.7155186121	"9.52994273337881e-18"	28.3048344082	75.9602646782	"9.52994273337881e-18"
"SELT"	2.1969577441	1189	0.7430842026	0.1314473217	9.5892510161	0.551016227	22.5158199969	"7.86430833840693e-94"	202.7653650266	506.9621501331	"7.86430833840693e-94"
"YTHDF2"	1.0770528193	1189	0.4639815932	0.1314473217	9.3746456614	0.2149911617	17.671562751	"2.98767745093732e-62"	130.2070065561	312.2841300611	"2.98767745093732e-62"
"SPIN1"	0.587326572	1189	0.7588226214	0.1314473217	7.753578522	0.5745928132	5.8945114199	"4.88624006509153e-09"	8.6013161494	34.7452648793	"4.88624006509153e-09"
"CCDC47"	1.0418847871	1189	0.6579030475	0.1314473217	9.1769952411	0.4319867455	12.059595595	"1.10872361813737e-31"	60.1109746045	145.433845914	"1.10872361813737e-31"
"SUPT16H"	0.5976433596	1189	0.3093403893	0.1314473217	9.8826997456	0.0957125951	14.6962256344	"4.6334961049e-45"	90.7594431157	215.9790478976	"4.6334961049e-45"
"PCNP"	0.6795125184	1189	0.4155304695	0.1314473217	9.4884239887	0.1724878776	12.4470499182	"1.59086122307769e-33"	64.3291240616	154.929051666	"1.59086122307769e-33"
"ARPC4"	0.9722923456	1189	0.3267132687	0.1314473217	9.9990230382	0.1067341379	22.6408877706	"1.08384366009099e-94"	204.7439083414	512.6097990424	"1.08384366009099e-94"
"ARPC4"	1.0608774575	1189	0.4398220665	0.1314473217	8.3249790719	0.1932120906	18.3609999679	"1.66981993661716e-66"	139.9727224813	337.1263198205	"1.66981993661716e-66"
"GOLGA7"	1.18960086	1189	0.4941583104	0.1314473217	9.7761657367	0.2438299994	18.3276152505	"2.69587312844032e-66"	139.4949579884	335.901480769	"2.69587312844032e-66"
"ENAH"	1.1196377752	1189	0.7842395952	0.1314473217	9.5426385425	0.613711486	10.8728569784	"2.54715017092465e-26"	47.85299112	118.2190188733	"2.54715017092465e-26"
"WBP11"	0.9705451522	1189	0.5741680239	0.1314473217	8.417957624	0.3290857109	12.8709170229	"1.36420463010199e-35"	69.0608026826	165.660505011	"1.36420463010199e-35"
"WBP11"	1.6196645027	1189	0.5627617947	0.1314473217	9.1061324862	0.3161511233	21.9142170094	"1.02006224817031e-89"	193.3111310079	480.2329071333	"1.02006224817031e-89"
"UBE2J1"	1.0754567315	1189	0.5861510644	0.1314473217	7.9428194804	0.3429539492	13.9708650169	"3.43331755992013e-41"	81.888115771	195.1850693191	"3.43331755992013e-41"
"UBE2J1"	-0.3423140029	1189	0.4379457551	0.1314473217	6.758835686	0.1915693787	-5.9499028985	"3.52239988446325e-09"	8.9201222773	35.4013445013	"3.52239988446325e-09"
"UBE2J1"	0.0615464772	1189	0.4171225952	0.1314473217	8.0273454453	0.1738101419	1.1230882966	0.261626128	-7.9000644866	1.261327322	0.261626128
"UBE2J1"	0.2828515359	1189	0.5970433351	0.1314473217	7.8615578515	0.3558083361	3.6074368765	0.0003220377	-2.0561986395	13.0136008182	0.0003220377
"SPG21"	1.1617482017	1189	0.3790140706	0.1314473217	9.9803692226	0.1435489106	23.3270766769	"1.90568048720988e-99"	215.6750747909	544.1525062894	"1.90568048720988e-99"
"SLTM"	0.4870134264	1189	0.6507577374	0.1314473217	8.7671324492	0.42266011	5.6989331422	"1.51819174205157e-08"	7.498200198	32.4778389593	"1.51819174205157e-08"
"USP39"	0.3400402506	1189	0.3587937314	0.1314473217	8.2261047715	0.1286687193	7.2117738068	"9.78997146069327e-13"	16.9342693289	52.0096814404	"9.78997146069327e-13"
"NSFL1C"	0.3317795319	1189	0.3880402651	0.1314473217	9.0307604958	0.1504546098	6.5072141483	"1.12467559158088e-10"	12.2832516462	42.3438359723	"1.12467559158088e-10"
"NSFL1C"	0.800775847	1189	0.5890732336	0.1314473217	7.6138777374	0.3463792835	10.3510228963	"4.19279569472617e-24"	42.7914023558	107.1436749995	"4.19279569472617e-24"
"SYNCRIP"	1.8961772039	1189	0.4420066731	0.1314473217	9.5783824465	0.1951335638	32.6558649628	"1.31243669590505e-167"	372.4515695269	1066.4055164665	"1.31243669590505e-167"
"SYNCRIP"	0.3278662128	1189	0.6414870407	0.1314473217	9.2166010031	0.410711043	3.8920349592	0.0001049116	-1.0010116904	15.147936124	0.0001049116
"SYNCRIP"	0.6852262009	1189	0.6261788839	0.1314473217	7.8251637361	0.3913555361	8.3329059154	"2.14778303221242e-16"	25.2294904346	69.4373209948	"2.14778303221242e-16"
"C20orf24"	1.36533531	1189	0.5322720643	0.1314473217	10.7276295262	0.2828500703	19.530323408	"6.43709863271753e-74"	157.0027431058	381.4335324192	"6.43709863271753e-74"
"YY1AP1"	1.7890661638	1189	0.4640402098	0.1314473217	9.1504339343	0.2150454186	29.3500985093	"5.92302657514991e-143"	315.7330582179	861.4282825064	"5.92302657514991e-143"
"VPS24"	0.2002855189	1189	0.4839268512	0.1314473217	9.5547130594	0.2338486082	3.1508694809	0.0016683796	-3.5849990703	9.9279784854	0.0016683796
"EVL"	2.515414429	1189	1.067341218	0.1314473217	9.8075109971	1.1365431291	17.9500162429	"5.87293079000288e-64"	134.125459731	322.2030831208	"5.87293079000288e-64"
"TFG"	0.6807431106	1189	0.3125937157	0.1314473217	10.7610945944	0.0977307237	16.5659351096	"1.24327842102481e-55"	115.0115732947	274.4302060568	"1.24327842102481e-55"
"DDX41"	2.6849504034	1189	0.422598649	0.1314473217	9.0321801172	0.1783966237	48.36054772	"2.38878664831551e-283"	638.7643883639	2338.7425757821	"2.38878664831497e-283"
"PPME1"	0.6873545963	1189	0.3684251694	0.1314473217	9.4865976556	0.1356547924	14.1974886127	"2.19468691236001e-42"	84.625627613	201.5686829071	"2.19468691236001e-42"
"LUC7L2"	-0.08181501	1189	0.57829793	0.1314473217	7.4553784363	0.3338329937	-1.0772502847	0.2815864136	-7.9504658867	1.1604681758	0.2815864136
"MED4"	0.5052293449	1189	0.4551909974	0.1314473217	6.5036221172	0.2069319565	8.4493450116	"8.42940190314793e-17"	26.1524521147	71.3914311258	"8.42940190314793e-17"
"CTDSP1"	1.1060923075	1189	0.3410803098	0.1314473217	9.5764605239	0.1163035753	24.6742009645	"6.28208795666831e-109"	237.4763330969	608.8161932384	"6.28208795666831e-109"
"HIGD1A"	1.0301100242	1189	0.6117104904	0.1314473217	10.2850866441	0.373491525	12.8230547374	"2.34880703322584e-35"	68.5204771685	164.4307327979	"2.34880703322584e-35"
"QARS"	2.0693291795	1189	0.4096177084	0.1314473217	10.7754479581	0.167621575	38.4514641728	"4.98268321096608e-211"	472.3570597128	1478.5150970355	"4.98268321096551e-211"
"THRAP3"	-0.8818474688	1189	0.3832191298	0.1314473217	6.6896923145	0.1467458677	-17.5129291563	"2.75807479763094e-61"	127.9906935917	306.7026876344	"2.75807479763094e-61"
"PPA1"	1.0445145033	1189	0.5442162459	0.1314473217	11.5158732927	0.2956746326	14.6135490033	"1.29966784874773e-44"	89.7323915455	213.5558144731	"1.29966784874773e-44"
"CDC42BPB"	1.2231814575	1189	0.8114499078	0.1314473217	7.8104212077	0.6570185511	11.4802231885	"5.20877423212686e-29"	53.9995732904	131.7955244572	"5.20877423212686e-29"
"GNL3"	1.4423099748	1189	0.4526568306	0.1314473217	8.9422610332	0.2046372609	24.255738872	"5.79376957285946e-106"	230.6590200658	588.3408682271	"5.79376957285946e-106"
"SLMO2"	0.2610831312	1189	0.6580701034	0.1314473217	5.9852014189	0.4322060187	3.0212152338	0.0025712857	-3.9821251089	9.1277414887	0.0025712857
"ARL8B"	1.6265985185	1189	0.4630829254	0.1314473217	10.4542068197	0.2141601904	26.739867981	"8.77685223365444e-124"	271.6375612885	715.0205396402	"8.77685223365444e-124"
"TNS3"	0.734375941	1189	0.5413167037	0.1314473217	10.1705370943	0.2925352137	10.3294601197	"5.15442877324132e-24"	42.5867037475	106.6977463654	"5.15442877324132e-24"
"POLR2E"	0.9743030476	1189	0.3482730114	0.1314473217	9.5861471312	0.1212490815	21.286442736	"1.77825934979888e-85"	183.5627894154	453.112644353	"1.77825934979888e-85"
"SDF4"	1.4622988419	1189	0.27742883	0.1314473217	10.2656451282	0.0770362374	40.0808444668	"3.75600306891069e-223"	500.2516241364	1606.4740931748	"3.75600306891091e-223"
"RBM8A"	0.299870283	1189	0.5155875651	0.1314473217	7.7316078013	0.2654122131	4.4281389115	"1.03769303880377e-05"	1.198176716	19.6084142196	"1.03769303880377e-05"
"RBM8A"	0.8182234247	1189	0.5710256289	0.1314473217	7.3705870271	0.3254963548	10.9105615213	"1.74784638603498e-26"	48.2266458666	119.04035271	"1.74784638603498e-26"
"ARMCX3"	0.7652306723	1189	0.6764785486	0.1314473217	8.8828556669	0.4567095317	8.6143118536	"2.19797426392627e-17"	27.4794910597	74.2063687116	"2.19797426392627e-17"
"SLC39A9"	-0.7337658314	1189	0.2958130164	0.1314473217	6.0801740388	0.0875476028	-18.866164355	"1.12112786083264e-69"	147.2605033665	355.9321574705	"1.12112786083264e-69"
"217860_at"	1.1552222543	1189	0.412732837	0.1314473217	9.8040169632	0.1701766861	21.3041285479	"1.35283654467045e-85"	183.8357079116	453.8658931854	"1.35283654467045e-85"
"PREB"	1.6310635929	1189	0.3668925828	0.1314473217	8.896410883	0.134530765	33.8304945412	"2.04333040839234e-176"	392.715951883	1144.5023609042	"2.04333040839234e-176"
"PIAS1"	0.035775211	1189	0.5881996905	0.1314473217	8.4241567319	0.3453535411	0.4631252985	0.6433590923	-8.4234007624	0.2144850421	0.6433590923
"PIAS1"	0.0126757773	1189	0.3269037361	0.1314473217	7.7153560076	0.1068583091	0.2949977539	0.7680469628	-8.4871525022	0.0870236748	0.7680469628
"PIAS1"	0.237753978	1189	0.3524783396	0.1314473217	9.2705146233	0.1241883596	5.1325785593	"3.33448311878374e-07"	4.5034680283	26.3433626678	"3.33448311878374e-07"
"RNF130"	1.3258360365	1189	0.417233896	0.1314473217	9.5157488564	0.1739027666	24.1871574666	"1.76710197023581e-105"	229.5454656391	585.0185863149	"1.76710197023581e-105"
"CPSF7"	0.5889201059	1189	0.3864214287	0.1314473217	9.4370085526	0.1492041211	11.5988312648	"1.50696078254931e-29"	55.2312359445	134.5328867083	"1.50696078254931e-29"
"BACE2"	0.5883463744	1189	0.8206503041	0.1314473217	9.1259718274	0.671995736	5.4600683756	"5.78733765039147e-08"	6.1988066928	29.8123466668	"5.78733765039147e-08"
"METTL9"	0.8490363179	1189	0.3793467556	0.1314473217	10.2165258465	0.1438005542	17.0331215784	"2.13252538051665e-58"	121.3598051077	290.1272307037	"2.13252538051665e-58"
"HSD17B12"	1.4780522535	1189	0.4842178715	0.1314473217	10.3134008564	0.2341296302	23.2385944455	"7.87406373358446e-99"	214.2585368766	540.0322718017	"7.87406373358446e-99"
"CMPK1"	0.6718281921	1189	0.5010664672	0.1314473217	9.3296328825	0.2506874107	10.2079896358	"1.63869526485836e-23"	41.4402435363	104.2030524047	"1.63869526485836e-23"
"MIF"	3.2396346063	1189	0.5798330706	0.1314473217	12.0922612965	0.3356062958	42.5431103639	"2.50573566617917e-241"	542.0747251273	1809.9162394369	"2.50573566617889e-241"
"PIH1D1"	0.5028287313	1189	0.3757380304	0.1314473217	9.6790862531	0.1410826988	10.1843065737	"2.05053399400983e-23"	41.218043369	103.7201003878	"2.05053399400983e-23"
"CAB39"	1.2700696394	1189	0.470082481	0.1314473217	9.4850832179	0.2206750631	20.5683362365	"1.08053951638651e-80"	172.5695020005	423.0564555392	"1.08053951638651e-80"
"SUCLG1"	0.8988457979	1189	0.3578091702	0.1314473217	10.0878246218	0.1279650022	19.115596146	"2.92366173266176e-71"	150.8984015816	365.4060160177	"2.92366173266176e-71"
"PMEPA1"	1.5729277006	1189	0.7446307732	0.1314473217	8.2420978822	0.5533111404	16.0868981458	"7.59814061061723e-53"	108.6176421576	258.7882919536	"7.59814061061723e-53"
"GTF3C5"	-0.2499414929	1189	0.2703059588	0.1314473217	7.845879395	0.0731448699	-7.0306371107	"3.45398027470868e-12"	15.6964544791	49.429858183	"3.45398027470868e-12"
"GPBP1L1"	1.8338588777	1189	0.3794959844	0.1314473217	9.3375581861	0.143913503	36.7759074948	"1.66584558855288e-198"	443.5392912184	1352.4673720656	"1.66584558855279e-198"
"CDC27"	-0.8292137544	1189	0.6676242654	0.1314473217	8.3605365978	0.4448392034	-9.4583031286	"1.60518066270365e-20"	34.6193035469	89.4594980723	"1.60518066270365e-20"
"CDC27"	-0.5643448332	1189	0.4829014908	0.1314473217	7.5058729219	0.2328598211	-8.8970397731	"2.08487063579697e-18"	29.8063600644	79.1573167244	"2.08487063579697e-18"
"CDC27"	-0.291162647	1189	0.3416840871	0.1314473217	7.6129410992	0.1167147483	-6.4836721829	"1.30803937371685e-10"	12.1354977518	42.0380049756	"1.30803937371685e-10"
"CDC27"	-1.1713352661	1189	0.412157653	0.1314473217	7.0081309562	0.1697034478	-21.6313759159	"8.43644928513469e-88"	188.90374408	467.9164240168	"8.43644928513469e-88"
"TMEM111"	2.007034373	1189	0.5282684355	0.1314473217	9.6356494959	0.2786150267	28.9268271837	"8.02516456530304e-140"	308.5286851668	836.7613309184	"8.02516456530304e-140"
"MMADHC"	1.5131175825	1189	0.5727886332	0.1314473217	10.6293555617	0.3275076959	20.1145435388	"1.03909290471919e-77"	165.7150911715	404.5948617727	"1.03909290471919e-77"
"NAT10"	0.8670509505	1189	0.3646005754	0.1314473217	9.4034927372	0.1328585077	18.0966502181	"7.31345612800547e-65"	136.2030712942	327.4887491166	"7.31345612800547e-65"
"IPO9"	1.4002416065	1189	0.4430981964	0.1314473217	9.9186143665	0.1960971811	24.0555649688	"1.49700404543278e-104"	227.4118258719	578.6702059701	"1.49700404543278e-104"
"EPS15"	-0.4310981396	1189	0.5536765454	0.1314473217	8.2392843836	0.3060342008	-5.9284263008	"4.00026795904604e-09"	8.7961798587	35.146238404	"4.00026795904604e-09"
"EPS15"	0.4121616131	1189	0.3997476411	0.1314473217	8.6179773598	0.1596537175	7.8474088844	"9.39526982831967e-15"	21.5047096994	61.5818261995	"9.39526982831967e-15"
"ARFGAP1"	0.5150343979	1189	0.4035780456	0.1314473217	8.5216912913	0.1627228323	9.7131533783	"1.62192230353598e-21"	36.8883460115	94.3453485497	"1.62192230353598e-21"
"CYBRD1"	-0.4122254026	1189	1.0770025171	0.1314473217	8.0987242734	1.1572067662	-2.9152615668	0.0036203555	-4.2944545731	8.498750003	0.0036203555
"PARVA"	0.5541139808	1189	0.4521288148	0.1314473217	9.0899009503	0.2041607537	9.3295615939	"5.01148347292812e-20"	33.4927916265	87.0407195347	"5.01148347292812e-20"
"C16orf58"	0.9967152366	1189	0.4031534671	0.1314473217	8.5216045066	0.1623811961	18.8170477846	"2.29195864381987e-69"	146.5471812118	354.0812873289	"2.29195864381987e-69"
"LIMA1"	-0.2249831592	1189	0.5693693013	0.1314473217	9.9477888837	0.3236123659	-3.00874731	0.0026783417	-4.0194481277	9.0525603756	0.0026783417
"AKIRIN1"	0.709649555	1189	0.5256164042	0.1314473217	7.9968780331	0.27582731	10.2795371704	"8.3026441285595e-24"	42.1141476722	105.6688844372	"8.3026441285595e-24"
"KCTD3"	1.4145930303	1189	0.8275085426	0.1314473217	7.2222410544	0.6832700072	13.0191788701	"2.51064741650800e-36"	70.7441881544	169.4990184505	"2.51064741650800e-36"
"PTCD3"	1.051675334	1189	0.3417570931	0.1314473217	8.6231756345	0.1167645147	23.4139403356	"4.7242346854002e-100"	217.0676506509	548.2126020401	"4.7242346854002e-100"
"FAM192A"	-0.4332635277	1189	0.2852540247	0.1314473217	7.9643406517	0.0814279678	-11.5508406348	"2.49209372100846e-29"	54.7316684902	133.4219193709	"2.49209372100846e-29"
"FXYD6"	0.438655457	1189	0.5607727428	0.1314473217	8.0302736967	0.3139221269	5.9560842312	"3.39549889751487e-09"	8.9558733014	35.4749393697	"3.39549889751487e-09"
"C15orf24"	1.1465731488	1189	0.5772865029	0.1314473217	9.3394033781	0.3326672232	15.1232460794	"2.11412582800951e-47"	96.1274642286	228.712571977	"2.11412582800951e-47"
"TMEM214"	0.6910995612	1189	0.3957884076	0.1314473217	9.277180013	0.1565121398	13.289690328	"1.10303457463649e-37"	73.8527689152	176.6158690133	"1.10303457463649e-37"
"IARS2"	1.3751429514	1189	0.5064070193	0.1314473217	10.2800317728	0.2560539785	20.674277512	"2.15123565254728e-81"	174.180258839	427.4257506452	"2.15123565254728e-81"
"DSG2"	0.3401851859	1189	0.7102564665	0.1314473217	9.6004186674	0.5034295702	3.6474915559	0.0002762458	-1.9124230255	13.3041946505	0.0002762458
"HERC2"	0.0836429602	1189	0.5848480473	0.1314473217	7.6496252159	0.3414320584	1.0889940455	0.2763766116	-7.9377526633	1.185908031	0.2763766116
"STRN4"	0.1288157173	1189	0.435521018	0.1314473217	7.8261731566	0.1894569218	2.25144777	0.024538696	-6.0003939296	5.0690170609	0.024538696
"BACE1"	-0.0813772147	1189	0.4600310745	0.1314473217	7.9509582497	0.2113502606	-1.3466343425	0.1783539967	-7.6242458252	1.8134240525	0.1783539967
"C10orf119"	-0.7499735981	1189	0.3392861092	0.1314473217	7.504644013	0.1150860145	-16.8183334283	"4.0386251238137e-57"	118.4276966728	282.8563393056	"4.0386251238137e-57"
"KLHDC2"	1.6998463119	1189	0.6429847264	0.1314473217	9.7140212816	0.4126298094	20.1315686393	"8.0411912032978e-78"	165.970903447	405.2800558774	"8.0411912032978e-78"
"MRPL18"	1.4017136693	1189	0.4044501948	0.1314473217	9.804350916	0.1634257333	26.378332962	"3.68876686233612e-121"	265.6037516338	695.8164498543	"3.68876686233612e-121"
"DCAF6"	0.8890938095	1189	0.5668497027	0.1314473217	8.5442792526	0.3207569443	11.9428454214	"3.90344860870797e-31"	58.8603592464	142.6315567604	"3.90344860870797e-31"
"MLX"	0.3597551034	1189	0.4965122455	0.1314473217	8.067060755	0.2461559505	5.5163276341	"4.24231761230686e-08"	6.5000939194	30.4298705671	"4.24231761230686e-08"
"MLX"	-0.0276581274	1189	0.2814540487	0.1314473217	9.0936742662	0.0792800528	-0.7472898207	0.4550360087	-8.2513994422	0.5584420761	0.4550360087
"BAG3"	1.1157641288	1189	0.4811419302	0.1314473217	9.6369833179	0.2311679096	17.6545592812	"3.79350045603184e-62"	129.9688855963	311.6834634149	"3.79350045603184e-62"
"DUS1L"	1.0531485537	1189	0.4402628804	0.1314473217	8.6962985085	0.1935990423	18.2090082163	"1.47255439107897e-65"	137.8015380223	331.5679802223	"1.47255439107897e-65"
"VPS4A"	1.0045148711	1189	0.3571261762	0.1314473217	8.8007804737	0.1274779669	21.4036117654	"2.90041909196932e-86"	185.3727694429	458.1145966045	"2.90041909196932e-86"
"TPCN1"	0.7126804499	1189	0.4119941994	0.1314473217	9.3629600922	0.1695690852	13.1664824752	"4.60559322123065e-37"	72.4310113593	173.3562607685	"4.60559322123065e-37"
"RSL24D1"	1.3563039112	1189	0.5181349496	0.1314473217	9.2473519723	0.2680387005	19.9299643004	"1.66234950474799e-76"	162.94856696	397.2034770155	"1.66234950474799e-76"
"FAM49B"	0.4104424643	1189	0.4435859639	0.1314473217	9.750646754	0.1965285598	7.0434868685	"3.16142605206792e-12"	15.7833107981	49.6107072663	"3.16142605206792e-12"
"DYNLRB1"	2.2496181252	1189	0.4289502608	0.1314473217	10.6374416685	0.183791362	39.9203658677	"5.83063588401526e-222"	497.5111275889	1593.6356110105	"5.83063588401526e-222"
"DYNLRB1"	1.3520318387	1189	0.5032923579	0.1314473217	10.7383353932	0.2529172295	20.4524796584	"6.2842036339199e-80"	170.8125061307	418.3039241784	"6.2842036339199e-80"
"MRPL42"	1.0778930537	1189	0.5781937755	0.1314473217	9.0925697571	0.3337128511	14.19506763	"2.26049175285203e-42"	84.5962173224	201.4999450204	"2.26049175285203e-42"
"MAN1A2"	-0.0720882295	1189	0.2998245002	0.1314473217	7.1265766859	0.0899308216	-1.8287668339	0.0676842846	-6.8600677274	3.344388133	0.0676842846
"MAN1A2"	0.0252921289	1189	0.3231483627	0.1314473217	5.8172125325	0.1044234259	0.5954354351	0.5516654643	-8.353356329	0.3545433574	0.5516654643
"217922_at"	0.020690429	1189	0.4042209852	0.1314473217	9.4245391791	0.1632408568	0.3895859817	0.6969123082	-8.4547641719	0.1517772371	0.6969123082
"PEF1"	1.6026481981	1189	0.3604233952	0.1314473217	9.5749759436	0.1298377741	33.8365384435	"1.84075215396852e-176"	392.8202772644	1144.911333841	"1.84075215396852e-176"
"C6orf106"	-0.5934783515	1189	0.3772051403	0.1314473217	6.5149102577	0.1421844959	-11.9736626721	"2.80259511548118e-31"	59.1895428889	143.3685977847	"2.80259511548118e-31"
"C6orf106"	-0.2004488026	1189	0.2987745497	0.1314473217	8.9779344425	0.0893039456	-5.1028922854	"3.88949061318717e-07"	4.354741097	26.0395096764	"3.88949061318717e-07"
"C19orf53"	1.3023877486	1189	0.3885127424	0.1314473217	10.0898497746	0.1508205657	25.5128090178	"6.43773279452404e-115"	251.2491182045	650.9034239794	"6.43773279452404e-115"
"SPCS1"	1.2034790852	1189	0.5265165592	0.1314473217	10.686813033	0.2767719465	17.4030661794	"1.27682338237722e-60"	126.4626883566	302.8667124459	"1.27682338237722e-60"
"SAPS3"	0.6871131445	1189	0.3497786008	0.1314473217	8.8275377023	0.1222973461	14.9474806111	"1.96836785118538e-46"	93.9051873287	223.42717662	"1.96836785118538e-46"
"KIAA0319L"	0.5523303027	1189	0.4199946158	0.1314473217	9.047865166	0.17620815	10.0100012904	"1.05380848370209e-22"	39.5960403507	100.2001258331	"1.05380848370209e-22"
"TOLLIP"	-0.2684253096	1189	0.3823730245	0.1314473217	7.7664063511	0.1460997693	-5.3425298359	"1.09717462699681e-07"	5.5788361445	28.5426250478	"1.09717462699681e-07"
"CNPY3"	1.2096398123	1189	0.3536988448	0.1314473217	8.1974283677	0.1250480264	26.0235122045	"1.35714994200462e-118"	259.7030574443	677.2231874569	"1.35714994200462e-118"
"MRPS7"	0.7687079575	1189	0.5768301315	0.1314473217	9.0726379108	0.3321418778	10.1472373057	"2.91003112015571e-23"	40.8711211616	102.9664249392	"2.91003112015571e-23"
"LAP3"	2.1869652672	1189	0.712030353	0.1314473217	9.6907228777	0.5059460291	23.3904215229	"6.89310384736305e-100"	216.690413554	547.1118190188	"6.89310384736305e-100"
"STUB1"	1.2318193046	1189	0.3415529296	0.1314473217	10.0962847731	0.1166253681	27.440925248	"6.78291720140237e-129"	283.3948569184	753.0043784663	"6.78291720140237e-129"
"UQCC"	-0.2513759616	1189	0.3247914512	0.1314473217	8.0416258225	0.1054852987	-5.8881116298	"5.07364822884988e-09"	8.5646633354	34.6698585652	"5.07364822884988e-09"
"ARHGAP5"	-0.1349068286	1189	0.5844459051	0.1314473217	7.9792407863	0.3409630504	-1.7576343541	0.0790663895	-6.9873372495	3.0892785227	0.0790663895
"HDAC7"	1.0109851314	1189	0.4120982166	0.1314473217	8.5170507826	0.1696545835	18.6728336518	"1.86002079054728e-68"	144.4585950657	348.6747165882	"1.86002079054728e-68"
"KCMF1"	0.4657001576	1189	0.3876590486	0.1314473217	9.8410616093	0.1501596641	9.1427743101	"2.55371318856321e-19"	31.8821240255	83.5903220854	"2.55371318856321e-19"
"AFTPH"	0.3874183529	1189	0.2790913753	0.1314473217	10.3667623061	0.0779590877	10.5558953208	"5.79249581204929e-25"	44.7540090766	111.4269260233	"5.79249581204929e-25"
"CARKD"	0.8319132453	1189	0.5512651276	0.1314473217	9.5332997637	0.3033766067	11.4904027865	"4.68465475546965e-29"	54.1048842056	132.0293561955	"4.68465475546965e-29"
"ERBB2IP"	1.1406511953	1189	0.6074096467	0.1314473217	8.5575082826	0.3682618222	14.299563134	"6.29536798310513e-43"	85.8688724612	204.4775058221	"6.29536798310513e-43"
"MRPS35"	1.7627559595	1189	0.4972645584	0.1314473217	9.6747409848	0.2469016506	26.9884817281	"1.36174582253909e-125"	275.7986970537	728.3781459867	"1.36174582253909e-125"
"MAP7D1"	1.2247643156	1189	0.3452505703	0.1314473217	8.9535987691	0.1191583614	26.9922148264	"1.27908174424318e-125"	275.8612507068	728.5796612322	"1.27908174424318e-125"
"POMGNT1"	1.0946811937	1189	0.3766194746	0.1314473217	6.81335178	0.141744147	22.1199096227	"4.05074542046669e-91"	196.5316316997	489.2904017181	"4.05074542046669e-91"
"BTBD1"	0.8699978937	1189	0.4764640617	0.1314473217	9.1174210817	0.2266999247	13.900831267	"7.98089115566232e-41"	81.0485324438	193.2331099128	"7.98089115566232e-41"
"SAE1"	1.1395793824	1189	0.4046177238	0.1314473217	8.908483511	0.1635609256	21.4364597108	"1.74315443366486e-86"	185.8809851117	459.5218049339	"1.74315443366486e-86"
"CMTM6"	1.6983336217	1189	0.6033695231	0.1314473217	10.4700588002	0.3633827593	21.4333031548	"1.83059198415567e-86"	185.8321326037	459.3864841241	"1.83059198415567e-86"
"FAM127B"	0.6622622966	1189	0.4354504017	0.1314473217	8.1649459681	0.1893955758	11.5769291231	"1.89623726253076e-29"	55.0030365084	134.0252879215	"1.89623726253076e-29"
"VKORC1"	1.4566943403	1189	0.3646948146	0.1314473217	9.9711891566	0.1329270583	30.3955491693	"1.01779916767334e-150"	333.5954755135	923.8894093058	"1.01779916767334e-150"
"NOSIP"	1.2193346648	1189	0.4851860265	0.1314473217	8.8020518731	0.2350657394	19.1327109896	"2.27434701904116e-71"	151.1489505523	366.0606298123	"2.27434701904116e-71"
"PHF3"	-0.7386702483	1189	0.3988513009	0.1314473217	6.5925656479	0.15893975	-14.095568707	"7.58895387525025e-42"	83.390587087	198.6850571743	"7.58895387525025e-42"
"PHF3"	0.6559335306	1189	0.462198021	0.1314473217	7.8602438697	0.2133435201	10.8035966712	"5.07340305741432e-26"	47.1693808221	116.717701035	"5.07340305741432e-26"
"PHF3"	-0.8444442548	1189	0.141130396	0.1314473217	4.2834711489	0.020134619	-45.2738612756	"3.12584840555412e-261"	587.8742424115	2049.7225148061	"3.12584840555412e-261"
"PHF3"	0.0858691137	1189	0.5034206157	0.1314473217	8.1003074223	0.2530460148	1.2986301685	0.1943220312	-7.6876735613	1.6864403144	0.1943220312
"BCL2L13"	0.3207202406	1189	0.4984262166	0.1314473217	8.3965558182	0.2480553155	4.898920126	"1.09633722009153e-06"	3.3552154257	23.9994184008	"1.09633722009153e-06"
"ENOPH1"	0.1838024039	1189	0.4772448942	0.1314473217	8.7281698669	0.2274426882	2.9319965557	0.0034322098	-4.245853936	8.5966038026	0.0034322098
"C16orf80"	0.465335183	1189	0.6138567347	0.1314473217	8.9989254984	0.3761150978	5.7723647364	"9.9588315781928e-09"	7.9082495287	33.3201946496	"9.9588315781928e-09"
"TRAPPC4"	0.8420502631	1189	0.4332943711	0.1314473217	9.5205391085	0.1875273733	14.7929210421	"1.37988777108779e-45"	91.9657320376	218.8305129587	"1.37988777108779e-45"
