"Name"	"coefficients"	"df.residual"	"sigma"	"stdev.unscaled"	"Amean"	"s2.post"	"t"	"p.value"	"lods"	"F"	"F.p.value"
"MMP11"	-0.0283072402	1189	0.1761982427	0.1314473217	5.8430050077	0.0312339091	-1.2185198757	0.2232675676	-7.7884104026	1.4847906874	0.2232675676
"MMP11"	2.4793620221	1189	1.1080059509	0.1314473217	10.3714806592	1.2247745624	17.0435525564	"1.84761858165508e-58"	121.5027782997	290.4826837439	"1.84761858165508e-58"
"PIK3CD"	0.4309000336	1189	0.5715915713	0.1314473217	8.1990364041	0.3261413401	5.7401317524	"1.19907524161677e-08"	7.7276456652	32.9491125352	"1.19907524161677e-08"
"COX17"	1.9338376322	1189	0.6178659413	0.1314473217	9.5784054527	0.3810405738	23.8332163036	"5.48539793999733e-103"	223.8158725579	568.0221993737	"5.48539793999733e-103"
"DMD"	-1.8142989567	1189	0.8926650757	0.1314473217	5.6631671185	0.7950610699	-15.4794977339	"2.17790567579766e-49"	100.685385547	239.6148500944	"2.17790567579766e-49"
"IRF9"	1.5034845383	1189	0.5742630397	0.1314473217	10.0172195622	0.3291945482	19.9352142545	"1.53656483531445e-76"	163.0270792678	397.4127673747	"1.53656483531445e-76"
"RAB11FIP2"	-0.1823705569	1189	0.4602928205	0.1314473217	8.158536265	0.2115905295	-3.0161634308	0.0026141819	-3.9972661154	9.0972418416	0.0026141819
"RAB11FIP2"	-0.5254367612	1189	0.4480591573	0.1314473217	6.9635011853	0.2005067591	-8.9269726443	"1.61856304036799e-18"	30.0565667127	79.6908405915	"1.61856304036799e-18"
"RAB21"	0.9528669699	1189	0.6524604545	0.1314473217	8.6789849705	0.4248733905	11.1211773153	"2.09211724000942e-27"	50.3332681406	123.6805848776	"2.09211724000942e-27"
"FBLN2"	1.3258038859	1189	0.7700395131	0.1314473217	8.2669577402	0.5916976007	13.1122627115	"8.6116818061522e-37"	71.8084713563	171.9314334152	"8.6116818061522e-37"
"THBD"	-0.0841601025	1189	0.6988937648	0.1314473217	7.2503178575	0.4874591723	-0.9170339003	0.3593103604	-8.1101632777	0.8409511743	0.3593103604
"THBD"	-0.4735869131	1189	0.3877966644	0.1314473217	7.8227456112	0.1502661034	-9.2943161027	"6.8286482152739e-20"	33.1867113596	86.3843118169	"6.8286482152739e-20"
"SCG5"	-1.1595834845	1189	0.6787410928	0.1314473217	6.6835634846	0.4597678565	-13.0101102561	"2.78565756468304e-36"	70.6408053672	169.262968875	"2.78565756468304e-36"
"DAPK3"	0.3901776482	1189	0.5052064889	0.1314473217	6.716711268	0.2548426425	5.8799630286	"5.32242510774745e-09"	8.5180491154	34.5739652181	"5.32242510774745e-09"
"DAPK3"	1.2522087612	1189	0.4267888233	0.1314473217	7.3044437645	0.1819465127	22.3333117634	"1.40675826735364e-92"	199.8860818589	498.7768143219	"1.40675826735364e-92"
"WFDC2"	0.6645932629	1189	1.1521975387	0.1314473217	8.9097898018	1.3243985637	4.3933402819	"1.21546850339272e-05"	1.0470856734	19.3014388328	"1.21546850339272e-05"
"TAF9"	0.5955987624	1189	0.443788942	0.1314473217	7.7694646796	0.1967082121	10.2162332434	"1.51552283203518e-23"	41.5176886613	104.371421683	"1.51552283203518e-23"
"TUBG2"	-0.1777057449	1189	0.3375542762	0.1314473217	5.9755670944	0.1139168675	-4.0054905312	"6.57191783516319e-05"	-0.5585882728	16.0439543951	"6.57191783516319e-05"
"PLCB4"	-0.1182548656	1189	0.6717214661	0.1314473217	6.7076029456	0.4503125981	-1.3406339977	0.1802947319	-7.6322995758	1.7972995158	0.1802947319
"PLCB4"	-0.5989289493	1189	0.7632373933	0.1314473217	5.7424931786	0.5812950054	-5.9762019932	"3.01258364355963e-09"	9.0724706781	35.7149902636	"3.01258364355963e-09"
"LYRM1"	0.2133589911	1189	0.5648771803	0.1314473217	8.8357651528	0.3185303534	2.8759663203	0.0040995984	-4.4074950094	8.2711822754	0.0040995984
"CRCP"	0.4683492729	1189	0.3380814134	0.1314473217	6.8062763042	0.1142721002	10.54017943	"6.74985407184346e-25"	44.602324697	111.0953824174	"6.74985407184346e-25"
"CRCP"	0.2730808095	1189	0.3371053457	0.1314473217	8.0823966641	0.1136147744	6.1634238529	"9.72420231362086e-10"	10.175286574	37.9877935905	"9.72420231362086e-10"
"KIAA0467"	0.2960322789	1189	0.2892041461	0.1314473217	5.8267167324	0.0836912863	7.784795447	"1.50762249772578e-14"	21.0389710737	60.6030401513	"1.50762249772578e-14"
"MAP3K7IP1"	-0.382567007	1189	0.2502142679	0.1314473217	5.9564113223	0.0627137501	-11.6218264622	"1.18351066074846e-29"	55.4711938666	135.0668503185	"1.18351066074846e-29"
"HEPH"	-0.5827286757	1189	0.1641933017	0.1314473217	4.8790595882	0.0271580832	-26.9007935547	"5.92508880133365e-125"	274.3299529998	723.6526938701	"5.92508880133365e-125"
"HEPH"	0.1409375566	1189	0.7680993021	0.1314473217	7.3714286836	0.5887209949	1.397398377	0.1625538238	-7.5546748536	1.9527222241	0.1625538238
"CD82"	0.4595559145	1189	0.3210761094	0.1314473217	8.4616283123	0.1030918778	10.8886589023	"2.17553339751272e-26"	48.0094603796	118.5628926898	"2.17553339751272e-26"
"PARN"	0.0366469444	1189	0.3854725846	0.1314473217	9.7896956413	0.1484736057	0.7235380912	0.4694913096	-8.2688668472	0.5235073695	0.4694913096
"IQSEC1"	-0.2635473315	1189	0.3819586151	0.1314473217	8.6197126302	0.1457838411	-5.2511229526	"1.78885878226173e-07"	5.1055917891	27.5742922633	"1.78885878226173e-07"
"IQSEC1"	0.2859341824	1189	0.3370875804	0.1314473217	8.4859030334	0.1136028282	6.4538633205	"1.58260329850728e-10"	11.9491277054	41.6523517602	"1.58260329850728e-10"
"SLC4A4"	-0.9936688691	1189	1.1153531006	0.1314473217	5.2970992176	1.2410677225	-6.785661669	"1.8164067352792e-11"	14.0685687305	46.0452042856	"1.8164067352792e-11"
"SLC9A6"	-0.0590020796	1189	0.647381191	0.1314473217	7.7782214722	0.4182882049	-0.6940292404	0.4877990923	-8.2897829741	0.4816765866	0.4877990923
"ARHGAP29"	-0.25424743	1189	0.7960901555	0.1314473217	9.3045372462	0.6323909081	-2.4322713345	0.0151508686	-5.5786808001	5.9159438445	0.0151508686
"RAP1GAP"	0.5522364078	1189	0.5269072675	0.1314473217	9.2716524978	0.277182465	7.9797708026	"3.41998537750234e-15"	22.5003183433	63.6767420622	"3.41998537750234e-15"
"DNASE1L1"	0.5139355274	1189	0.3773488155	0.1314473217	8.4628470071	0.1422926267	10.3649139514	"3.66987807895095e-24"	42.9234609468	107.4314412206	"3.66987807895095e-24"
"HPGD"	0.0477704374	1189	0.9726994332	0.1314473217	4.8833437751	0.9439687186	0.3740491526	0.7084342661	-8.4606983906	0.1399127685	0.7084342661
"HPGD"	-1.7721923014	1189	0.9731698143	0.1314473217	6.4467194104	0.9448816547	-13.8698062883	"1.15856584710691e-40"	80.6775687235	192.371526476	"1.15856584710691e-40"
"CXCL9"	0.2203261821	1189	1.501001495	0.1314473217	9.1942541537	2.2474545992	1.1180697658	0.2637624631	-7.9056847941	1.2500800012	0.2637624631
"NDST2"	-0.3683421174	1189	0.2606509533	0.1314473217	8.6270761466	0.0680317187	-10.7434537259	"9.20242284314847e-26"	46.578672985	115.4217979613	"9.20242284314847e-26"
"CXADR"	1.0642860099	1189	1.1201491188	0.1314473217	9.4451523511	1.2517615398	7.2367873288	"8.20741130892084e-13"	17.1074706592	52.3710908429	"8.20741130892084e-13"
"PCDH1"	0.4715162221	1189	0.4036809679	0.1314473217	7.9890688992	0.1628057027	8.8901705141	"2.20936221638483e-18"	29.7490442111	79.0351317693	"2.20936221638483e-18"
"TCEA2"	1.2946385258	1189	0.5725750892	0.1314473217	7.7616626159	0.327263742	17.2166178274	"1.69798348226846e-59"	123.8826433032	296.4119294139	"1.69798348226846e-59"
"NR1H3"	0.4643639878	1189	0.4607303314	0.1314473217	7.6685685488	0.2119924463	7.6726713723	"3.48728941754102e-14"	20.2133855057	58.8698859869	"3.48728941754102e-14"
"CHST2"	-0.3233803384	1189	0.5980963984	0.1314473217	6.4109550246	0.3570636432	-4.1170776088	"4.10135244177017e-05"	-0.1113855666	16.950328037	"4.10135244177017e-05"
"CYBB"	-0.5706823888	1189	0.6824199785	0.1314473217	7.1715631704	0.4647624787	-6.3683540392	"2.72187258713086e-10"	11.4189559697	40.5559331682	"2.72187258713086e-10"
"CYBB"	0.0853442958	1189	0.6437180626	0.1314473217	8.1317070154	0.4135709579	1.0095962778	0.312893631	-8.0210253745	1.0192846441	0.312893631
"203924_at"	-0.6147487767	1189	0.6148094522	0.1314473217	5.7600302611	0.3772826461	-7.6139937678	"5.38566222460431e-14"	19.7856585349	57.9729010966	"5.38566222460431e-14"
"GCLM"	-0.1270478768	1189	0.564892428	0.1314473217	7.033995499	0.3185475353	-1.7124919767	0.0870660972	-7.065500416	2.9326287703	0.0870660972
"ATP5D"	1.7745044878	1189	0.3730294717	0.1314473217	8.0869377587	0.1390598563	36.2013255082	"3.35794953645794e-194"	433.6350645395	1310.5359685498	"3.35794953645737e-194"
"NFKBIE"	0.5958030813	1189	0.4103604893	0.1314473217	8.0272442774	0.168229066	11.0509722041	"4.26045273202068e-27"	49.6274166008	122.1239866553	"4.26045273202068e-27"
"MAPT"	0.8870361008	1189	0.879105074	0.1314473217	8.7891601107	0.771097917	7.6848392734	"3.18557815218650e-14"	20.3024551552	59.0567546576	"3.18557815218650e-14"
"MAPT"	0.2522499411	1189	1.4359686031	0.1314473217	8.4456903802	2.0569482629	1.3380355364	0.1811400284	-7.6357761422	1.7903390967	0.1811400284
"MAPT"	-0.227274345	1189	0.6422854028	0.1314473217	6.3638433233	0.4117333112	-2.6945774493	0.0071468297	-4.90967047	7.2607476304	0.0071468297
"MRPL12"	0.8551857638	1189	0.5546431048	0.1314473217	8.6954700802	0.3071026906	11.739967925	"3.40032951326433e-30"	56.7099709514	137.826846879	"3.40032951326433e-30"
"HLA-DMB"	1.4312083705	1189	0.6512985487	0.1314473217	9.6631466093	0.423362458	16.7338146432	"1.27690512016786e-56"	117.2801965397	280.0205525131	"1.27690512016786e-56"
"RAB11FIP3"	-0.3787348322	1189	0.3593917909	0.1314473217	8.1447017802	0.1290971276	-8.0190924014	"2.52587693360785e-15"	22.7989741105	64.3058429417	"2.52587693360785e-15"
"KDR"	-0.1640913409	1189	0.4354314199	0.1314473217	6.8782552147	0.1893790876	-2.8685862511	0.0041957886	-4.4285564779	8.2287870798	0.0041957886
"ACVR1"	0.5505553462	1189	0.4845834973	0.1314473217	8.7892645335	0.2344829341	8.6495521761	"1.64460351933494e-17"	27.7659122004	74.8147528464	"1.64460351933494e-17"
"MMP9"	1.5596850177	1189	1.220236337	0.1314473217	9.5158979523	1.4853991971	9.7356189293	"1.32195359972898e-21"	37.0908397374	94.782275937	"1.32195359972898e-21"
"TAF1C"	-0.5617140638	1189	0.331732261	0.1314473217	6.9677136732	0.1100303354	-12.8827131773	"1.19295012075366e-35"	69.1942052716	165.9642988085	"1.19295012075366e-35"
"TAF1C"	0.2829865897	1189	0.484072869	0.1314473217	8.3336825522	0.2339895883	4.4505721648	"9.3657590173526e-06"	1.2961903742	19.8075925937	"9.3657590173526e-06"
"NT5E"	-0.2636770726	1189	0.4865692704	0.1314473217	6.6569304557	0.2364064422	-4.1256366211	"3.95382305051341e-05"	-0.0765906763	17.0208775296	"3.95382305051341e-05"
"VASH1"	0.8328016636	1189	0.4859332284	0.1314473217	7.662154474	0.2357894873	13.0475095518	"1.81388887943478e-36"	71.0675080527	170.2375055035	"1.81388887943478e-36"
"INTS9"	-0.2040432761	1189	0.3544433727	0.1314473217	8.0750293384	0.1255738963	-4.3804715247	"1.28830495541998e-05"	0.991503519	19.1885307785	"1.28830495541998e-05"
"MARK2"	1.438048284	1189	0.489153852	0.1314473217	7.2542886517	0.2389217647	22.3817412071	"6.5500967301906e-93"	200.6491839614	500.9423394637	"6.5500967301906e-93"
"KIF3B"	0.9032943924	1189	0.4488232766	0.1314473217	8.4659516809	0.2011903142	15.3205387711	"1.69225703263101e-48"	98.6428472896	234.7189082359	"1.69225703263101e-48"
"BTN2A1"	0.8055177363	1189	0.3968864564	0.1314473217	8.4466206243	0.1573802874	15.4471441329	"3.309501394324e-49"	100.2685188157	238.6142618636	"3.309501394324e-49"
"ARG2"	-0.7650577496	1189	0.2512823765	0.1314473217	6.358775866	0.0632480195	-23.1429657089	"3.64023747402251e-98"	212.729868425	535.5968618026	"3.64023747402251e-98"
"ARG2"	0.0086672636	1189	0.5421314178	0.1314473217	5.2152264768	0.2934156343	0.1217274825	0.9031353629	-8.5232705033	0.01481758	0.9031353629
"CSTF3"	-0.446946019	1189	0.3146564939	0.1314473217	8.8935395354	0.0990212599	-10.8053566951	"4.98556170023867e-26"	47.1867081266	116.7557333089	"4.98556170023867e-26"
"MPO"	-1.0705590373	1189	0.2552205088	0.1314473217	5.6526072438	0.0652375429	-31.8867372239	"7.52863049806113e-162"	359.202856544	1016.7640107856	"7.52863049806113e-162"
"MPO"	-1.5832050904	1189	0.2639930521	0.1314473217	5.702064457	0.069780602	-45.5950903178	"1.49103264877308e-263"	593.2159794499	2078.9122610844	"1.49103264877291e-263"
"CLCN6"	0.150901905	1189	0.3704693072	0.1314473217	7.8211947703	0.1371612934	3.0997537555	0.0019822	-3.7435251334	9.6084733449	0.0019822
"CNN1"	0.2663636039	1189	0.7589377999	0.1314473217	8.0324865456	0.574767175	2.672865848	0.0076232804	-4.9676147591	7.1442118412	0.0076232804
"ATF6"	-0.1793720217	1189	0.3067432529	0.1314473217	9.0435062428	0.0941166745	-4.4480501483	"9.47455146628368e-06"	1.285147467	19.785150122	"9.47455146628368e-06"
"CLDN3"	3.101831971	1189	1.2272408431	0.1314473217	8.4030740842	1.5024982873	19.2512765887	"3.97973191466495e-72"	152.8879169067	370.6116502943	"3.97973191466495e-72"
"CLDN3"	1.1492697702	1189	0.7481057873	0.1314473217	8.9573012444	0.558485023	11.6994238865	"5.22261149395564e-30"	56.2837232863	136.8765192764	"5.22261149395564e-30"
"KIAA0649"	0.1796863262	1189	0.4210044014	0.1314473217	8.0245166262	0.1770551853	3.24869517	0.0011916983	-3.2745035725	10.5540203079	0.0011916983
"MORC2"	1.5189203068	1189	0.4899969066	0.1314473217	8.2447489644	0.2397451101	23.5998024638	"2.37421396795624e-101"	220.0537365879	556.9506763281	"2.37421396795624e-101"
"E2F6"	-0.7374296397	1189	0.3620180533	0.1314473217	8.1761431216	0.1309868457	-15.5008318741	"1.65223920294341e-49"	100.9605870986	240.2757887888	"1.65223920294341e-49"
"ZBTB40"	-0.1542719246	1189	0.2949705688	0.1314473217	6.8065737422	0.0870511841	-3.9778446164	"7.373265503983e-05"	-0.6675352269	15.8232477923	"7.373265503983e-05"
"ZBTB40"	-0.2510382793	1189	0.3223860102	0.1314473217	8.7720400184	0.1039325723	-5.9239634454	"4.10721831596442e-09"	8.7704775353	35.0933429023	"4.10721831596442e-09"
"HSPB11"	1.1030979541	1189	0.5252905575	0.1314473217	6.8891852946	0.2754857599	15.9886855125	"2.78954849454019e-52"	107.3215859666	255.6380644184	"2.78954849454019e-52"
"NEBL"	0.179923861	1189	0.9174212255	0.1314473217	9.5430177267	0.8397560982	1.4936898757	0.135521323	-7.4156616788	2.2311094447	0.135521323
"NEBL"	1.5102333433	1189	1.0323053155	0.1314473217	8.9776581702	1.0631701196	11.1427126722	"1.68084702734294e-27"	50.550515086	124.1600456944	"1.68084702734294e-27"
"CA12"	0.5914030725	1189	1.4533513748	0.1314473217	10.2475019889	2.1070429306	3.0995249942	0.0019837189	-3.744228861	9.6070551898	0.0019837189
"NMI"	1.4296226451	1189	0.7587527913	0.1314473217	8.6067975577	0.5744871145	14.3492608717	"3.41964812377199e-43"	86.4764595519	205.9012875631	"3.41964812377199e-43"
"USP20"	0.0433994866	1189	0.3465224126	0.1314473217	7.5498681891	0.120035915	0.9529656513	0.3408006599	-8.0765763967	0.9081435326	0.3408006599
"PPM1A"	-0.1261934701	1189	0.3463860868	0.1314473217	9.4836497816	0.1199416977	-2.7720435279	0.0056572704	-4.6991549819	7.6842253206	0.0056572704
"CDC6"	-0.076103573	1189	0.7065420039	0.1314473217	5.759336534	0.4981805179	-0.8202758687	0.4122228456	-8.1941976432	0.6728525008	0.4122228456
"CDC6"	0.2723834109	1189	0.6584714876	0.1314473217	5.4404485898	0.4327330928	3.1500602335	0.0016729692	-3.5875286707	9.9228794747	0.0016729692
"PEX3"	-0.2996949788	1189	0.2210831846	0.1314473217	5.7017606264	0.0490198057	-10.2977402389	"6.97945370094958e-24"	42.2862307822	106.0434540274	"6.97945370094958e-24"
"PEX3"	-0.3714400187	1189	0.4235138036	0.1314473217	5.5935727231	0.1791689475	-6.6758347792	"3.75872891771771e-11"	13.3561023414	44.5667699991	"3.75872891771771e-11"
"SLC31A1"	0.2960300258	1189	0.5219956284	0.1314473217	7.1306375807	0.2720439388	4.3178196104	"1.70660815170331e-05"	0.7231565216	18.6435661878	"1.70660815170331e-05"
"PEX3"	0.4788979142	1189	0.5281062748	0.1314473217	7.8734539842	0.2784441666	6.9043395595	"8.18093751367794e-12"	14.8505407825	47.6699047535	"8.18093751367794e-12"
"CEBPD"	2.1132742056	1189	0.7745454284	0.1314473217	10.7014979544	0.5986393936	20.7788479194	"4.35668960532222e-82"	175.7739971247	431.7605208584	"4.35668960532222e-82"
"HDHD1A"	0.4929870489	1189	0.4363828452	0.1314473217	8.5855671071	0.1902064114	8.5994602398	"2.4829926872224e-17"	27.3590914451	73.9507164166	"2.4829926872224e-17"
"CHAF1A"	0.3134165724	1189	0.4182576044	0.1314473217	7.4859662366	0.1747558571	5.703669404	"1.47767482891768e-08"	7.5244980387	32.5318446703	"1.47767482891768e-08"
"CHAF1A"	0.4685741284	1189	0.3822088709	0.1314473217	6.7317024325	0.1459745846	9.330135276	"4.98626869325972e-20"	33.4977818986	87.051424269	"4.98626869325972e-20"
"TAZ"	0.576669626	1189	0.2972197369	0.1314473217	7.0713143892	0.0883796795	14.7570355871	"2.16446683498575e-45"	91.5174178395	217.7700993196	"2.16446683498575e-45"
"NUBP1"	0.0055484703	1189	0.3841638781	0.1314473217	7.7235482301	0.147468979	0.1099185995	0.9124924325	-8.5246388536	0.0120820985	0.9124924325
"CYP27A1"	0.4186905976	1189	0.4248523737	0.1314473217	8.7662419408	0.180301612	7.5013885612	"1.22999925459540e-13"	18.9731818583	56.2708303458	"1.22999925459540e-13"
"FABP4"	-0.0127619348	1189	1.7755400627	0.1314473217	9.4758146489	3.1446682609	-0.0547491476	0.9563474879	-8.5291832151	0.0029974692	0.9563474879
"ABCD4"	0.321930018	1189	0.3375906862	0.1314473217	7.7303332935	0.113941386	7.2555273477	"7.18924632473608e-13"	17.237592157	52.6426770926	"7.18924632473608e-13"
"ABCD4"	-0.7790762118	1189	0.2941811789	0.1314473217	6.7327021756	0.0865873149	-20.1419292604	"6.87932186792458e-78"	166.1266301006	405.6973143307	"6.87932186792458e-78"
"TSNAX"	1.0243661635	1189	0.5521743426	0.1314473217	8.6302911316	0.3043772792	14.1252898339	"5.28859419603087e-42"	83.7500854126	199.5238128909	"5.28859419603087e-42"
"CASP9"	0.2800023576	1189	0.2885543618	0.1314473217	7.8935022734	0.0833168376	7.3797824273	"2.96462796755508e-13"	18.1081402402	54.4611886739	"2.96462796755508e-13"
"ZNF212"	0.7800911155	1189	0.3041026437	0.1314473217	8.3013650737	0.0925078354	19.5121142771	"8.43287232333574e-74"	156.7332953751	380.7226035612	"8.43287232333574e-74"
"STBD1"	-0.1251626594	1189	0.5137819554	0.1314473217	7.4045783241	0.2635583741	-1.8547468018	0.0638791725	-6.8123329685	3.4400856986	0.0638791725
"FZD6"	0.5019647975	1189	0.9574764535	0.1314473217	7.9143744521	0.9146615821	3.9929263606	"6.92529721484612e-05"	-0.6081921939	15.9434609212	"6.92529721484612e-05"
"FUT8"	0.5227944932	1189	0.6528469013	0.1314473217	8.8887634618	0.4253765195	6.0980714146	"1.44813444675568e-09"	9.7867013764	37.1864749775	"1.44813444675568e-09"
"F2R"	1.3222966902	1189	0.7442004725	0.1314473217	6.7788614397	0.55267215	13.5314201538	"6.49487845223689e-39"	76.6706470029	183.0993313783	"6.49487845223689e-39"
"KDM6A"	-0.2623904348	1189	0.305396541	0.1314473217	6.0957243018	0.0932944278	-6.5353432863	"9.38373424662546e-11"	12.4604494103	42.7107118702	"9.38373424662546e-11"
"KDM6A"	-0.5066426631	1189	0.3605330707	0.1314473217	5.6946156643	0.1299166412	-10.6934446151	"1.50676055629251e-25"	46.0895650661	114.3497577361	"1.50676055629251e-25"
"KDM6A"	0.6031002445	1189	0.49507177	0.1314473217	7.7456634756	0.2447312872	9.2745536074	"8.11874401922756e-20"	33.0155275151	86.0173446171	"8.11874401922756e-20"
"C21orf2"	0.4455214279	1189	0.2402493085	0.1314473217	6.0120023493	0.057838924	14.0931071145	"7.81918658140656e-42"	83.3608366022	198.6156681398	"7.81918658140656e-42"
"C21orf2"	0.4075313123	1189	0.2641236993	0.1314473217	7.6381804181	0.0698494207	11.7308055813	"3.7469769200932e-30"	56.6135430984	137.6117995862	"3.7469769200932e-30"
"C21orf2"	0.2593860689	1189	0.2278994638	0.1314473217	7.6938224126	0.0520722922	8.6475196561	"1.6723922155963e-17"	27.7493645518	74.7795962022	"1.6723922155963e-17"
"C21orf2"	0.4560891643	1189	0.2630463246	0.1314473217	8.1134587475	0.069282928	13.1821089318	"3.84412472317161e-37"	72.6107869164	173.7679958886	"3.84412472317161e-37"
"PTPN3"	-0.3979831625	1189	0.4269891071	0.1314473217	8.5283435453	0.182117069	-7.0947587318	"2.21768148759652e-12"	16.1313284722	50.3356014631	"2.21768148759652e-12"
"SYT1"	-0.2749975656	1189	0.7720010448	0.1314473217	4.9302762898	0.5947145496	-2.7128315394	0.006767151	-4.8605953083	7.3594549612	0.006767151
"SYT1"	-0.1340082171	1189	1.1892540077	0.1314473217	7.0319508826	1.4109403874	-0.8582728114	0.3909143708	-8.1623120697	0.7366322188	0.3909143708
"GNB5"	0.1452280519	1189	0.4582698125	0.1314473217	7.8263400016	0.2097370695	2.4124658388	0.0159952465	-5.6264437316	5.8199914236	0.0159952465
"SNAPC3"	-0.8460535232	1189	0.4159666548	0.1314473217	6.4066162041	0.1728496276	-15.4814584904	"2.12333182617290e-49"	100.7106679752	239.6755569897	"2.12333182617290e-49"
"ICA1"	-0.1617572312	1189	0.3430195324	0.1314473217	7.3623611484	0.1176267708	-3.5880532171	0.0003466677	-2.1252182509	12.8741258889	0.0003466677
"NUPL2"	0.118402602	1189	0.3483430891	0.1314473217	7.8035204938	0.1212977727	2.5863249656	0.009818221	-5.1939723853	6.6890768276	0.009818221
"PAWR"	0.9099824715	1189	0.8682965403	0.1314473217	8.9991199471	0.7522598496	7.9817357194	"3.36868876578504e-15"	22.515210995	63.708105094	"3.36868876578504e-15"
"PAWR"	0.5030325514	1189	0.5614013587	0.1314473217	6.4942829258	0.3146257214	6.8225579885	"1.41933863559932e-11"	14.3103368919	46.547297506	"1.41933863559932e-11"
"204006_s_at"	0.0852676496	1189	0.9545291524	0.1314473217	6.9246095376	0.9090408808	0.680363244	0.4964066012	-8.2991747645	0.4628941438	0.4964066012
"FCGR3B"	0.0352775576	1189	0.5080237874	0.1314473217	7.3050182888	0.2576898417	0.5286863751	0.597121446	-8.3908805262	0.2795092832	0.597121446
"DNAL4"	0.1327003061	1189	0.3263529672	0.1314473217	8.1144064018	0.1064994449	3.0934742907	0.0020242861	-3.7628238002	9.5695831875	0.0020242861
"KRAS"	0.7263781191	1189	0.5407835853	0.1314473217	9.1177156404	0.2919598161	10.2270286151	"1.36800648449403e-23"	41.6191858089	104.5921142943	"1.36800648449403e-23"
"KRAS"	-0.0810874077	1189	0.2159441455	0.1314473217	5.0367606084	0.046779706	-2.8521537367	0.0044173706	-4.4752603536	8.1347809377	0.0044173706
"SPRY2"	-0.6270213541	1189	0.6446979816	0.1314473217	7.3972514117	0.4148302404	-7.4061991516	"2.45154445956729e-13"	18.2949590724	54.8517858729	"2.45154445956729e-13"
"LCMT2"	-0.2136334841	1189	0.4290268171	0.1314473217	8.1826540413	0.1838568759	-3.7903354186	0.0001579675	-1.3870561116	14.3666425852	0.0001579675
"LCMT2"	-0.0612007879	1189	0.2546033901	0.1314473217	5.15149161	0.0649237337	-1.8272733818	0.0679085778	-6.8627913975	3.3389280117	0.0679085778
"DUSP4"	1.2780063146	1189	1.7757512223	0.1314473217	8.8984748594	3.1454162132	5.4820399696	"5.1280380241692e-08"	6.3161225039	30.0527622282	"5.1280380241692e-08"
"DUSP4"	1.199938466	1189	1.1361777549	0.1314473217	8.1221020735	1.2878339715	8.0440969378	"2.08174732942864e-15"	22.9895741405	64.7074955455	"2.08174732942864e-15"
"LARS2"	-0.2145206217	1189	0.2778783894	0.1314473217	7.8008219898	0.0772852362	-5.8704181359	"5.62896279793125e-09"	8.4635248537	34.4618090907	"5.62896279793125e-09"
"KDELR3"	0.6952929813	1189	0.7431081481	0.1314473217	9.3741867125	0.5510517226	7.125575101	"1.79008923876751e-12"	16.3416165007	50.7738205198	"1.79008923876751e-12"
"204018_x_at"	0.1253788648	1189	0.9379047778	0.1314473217	9.2819772041	0.877661608	1.0181436132	0.3088162984	-8.0123630007	1.0366164172	0.3088162984
"SH3YL1"	1.4071665736	1189	0.7259793541	0.1314473217	10.0452229847	0.5259530194	14.7611533605	"2.05557524615436e-45"	91.5688226737	217.8916485335	"2.05557524615436e-45"
"PURA"	0.7990145229	1189	0.6206685243	0.1314473217	9.4485649525	0.3845027041	9.8028697541	"7.15040976025249e-22"	37.6993885194	96.0962554161	"7.15040976025249e-22"
"PURA"	1.3192502259	1189	0.9010840989	0.1314473217	7.7734681255	0.8101236807	11.1506394184	"1.55060935757067e-27"	50.6305653148	124.3367594385	"1.55060935757067e-27"
"WWP2"	0.4094200915	1189	0.5629668592	0.1314473217	8.1033486517	0.316381374	5.5374772576	"3.77207093051245e-08"	6.614116297	30.663654379	"3.77207093051245e-08"
"RFC4"	0.5340261201	1189	0.6725568121	0.1314473217	8.5819265714	0.4514326352	6.046642358	"1.9758726974996e-09"	9.4836412275	36.5618838052	"1.9758726974996e-09"
"OSGIN2"	-1.4996866223	1189	0.3158489661	0.1314473217	5.8473913935	0.0997711782	-36.1198739125	"1.36948252363093e-193"	432.2303939424	1304.645291452	"1.36948252363086e-193"
"PDCD2"	0.3558423724	1189	0.4989280105	0.1314473217	6.3476014047	0.2485544892	5.4299410391	"6.82649769714618e-08"	6.0386725129	29.4842596886	"6.82649769714618e-08"
"ZWINT"	0.8290018058	1189	0.844768343	0.1314473217	9.0945314886	0.7120586234	7.4738755143	"1.50253915519177e-13"	18.7763414754	55.8588152026	"1.50253915519177e-13"
"METTL1"	-0.0215474377	1189	0.3352577003	0.1314473217	8.4143037502	0.1123756946	-0.4889986915	0.6249325763	-8.4110801399	0.2391197202	0.6249325763
"RABGAP1"	0.594763516	1189	0.514926223	0.1314473217	9.6314194403	0.2647324512	8.7940511682	"4.95417481827642e-18"	28.9511132317	77.3353359488	"4.95417481827642e-18"
"CELSR2"	0.7806105409	1189	0.867869196	0.1314473217	8.6456336151	0.7515198253	6.8503450764	"1.17778926216212e-11"	14.4932158852	46.9272276652	"1.17778926216212e-11"
"SCHIP1"	-0.8053220733	1189	0.6352393428	0.1314473217	6.6866197799	0.4027550447	-9.6537793238	"2.77927773869946e-21"	36.3550996755	93.1954552319	"2.77927773869946e-21"
"PCBP2"	2.7380007139	1189	0.4369760117	0.1314473217	11.399291161	0.1907231205	47.695800661	"1.27163580376922e-278"	627.889707912	2274.8894006983	"1.27163580376893e-278"
